category,url
"36.0101) Leisure and Recreational Activities, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91259
36.0102) Handicrafts and Model-Making.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91260
"36.0103) Board, Card and Role-Playing Games.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91261
36.0105) Home Maintenance and Improvement.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91262
36.0106) Nature Appreciation.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91263
36.0107) Pet Ownership and Care.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91264
36.0108) Sports and Exercise.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91265
36.0109) Travel and Exploration.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91266
36.0110) Art.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91267
36.0111) Collecting.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91268
36.0112) Cooking and Other Domestic Skills.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91269
36.0113) Computer Games and Programming Skills.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91270
36.0114) Dancing.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91271
36.0115) Music.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91272
36.0116) Reading.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91273
36.0117) Theatre/Theater.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91274
36.0118) Writing.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91275
36.0120) Beekeeping.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91678
36.0121) Firearms Training/Safety.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91679
36.0122) Floral Design/Arrangement.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91680
36.0123) Master Gardener/Gardening.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91681
"36.0199) Leisure and Recreational Activities, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91276
36.02) Noncommercial Vehicle Operation.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91669
36.0202) Aircraft Pilot (Private).,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90253
36.0203) Automobile Driver Education.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91672
36.0204) Helicopter Pilot (Private).,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91673
36.0205) Motorcycle Rider Education.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91674
36.0206) Personal Watercraft/Boating Education.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91675
36.0207) Remote Aircraft Pilot.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91676
"36.0299) Noncommercial Vehicle Operation, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91677
37) PERSONAL AWARENESS AND SELF-IMPROVEMENT.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91277
37.01) Personal Awareness and Self-Improvement.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91278
37.0101) Self-Awareness and Personal Assessment.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91279
37.0102) Stress Management and Coping Skills.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91280
37.0103) Personal Decision-Making Skills.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91281
37.0104) Self-Esteem and Values Clarification.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91282
37.0106) Investing/Wealth Management/Retirement Planning.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91684
37.0107) Self-Defense.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91685
"37.0199) Personal Awareness and Self-Improvement, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91283
38) PHILOSOPHY AND RELIGIOUS STUDIES.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90743
"38.00) Philosophy and Religious Studies, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91451
"38.0001) Philosophy and Religious Studies, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91452
38.01) Philosophy.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90744
38.0101) Philosophy.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90745
38.0102) Logic.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89840
38.0103) Ethics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89841
38.0104) Applied and Professional Ethics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91453
"38.0199) Philosophy, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89842
38.02) Religion/Religious Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90746
38.0201) Religion/Religious Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90747
38.0202) Buddhist Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89843
38.0203) Christian Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89844
38.0204) Hindu Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89845
38.0205) Islamic Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90124
38.0206) Jewish/Judaic Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90125
38.0207) Talmudic Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89848
38.0208) Catholic Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91854
38.0209) Mormon Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91855
"38.0299) Religion/Religious Studies, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89846
"38.99) Philosophy and Religious Studies, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90748
"38.9999) Philosophy and Religious Studies, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90749
39) THEOLOGY AND RELIGIOUS VOCATIONS.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90750
39.02) Bible/Biblical Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90751
39.0201) Bible/Biblical Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90752
39.03) Missions/Missionary Studies and Missiology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90753
39.0301) Missions/Missionary Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90754
39.0302) Church Planting.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91783
"39.0399) Missions/Missionary Studies and Missiology, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91784
39.04) Religious Education.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90755
39.0401) Religious Education.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90756
39.05) Religious Music and Worship.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90757
39.0501) Religious/Sacred Music.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90758
39.0502) Worship Ministry.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91785
"39.0599) Religious Music and Worship, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91786
39.06) Theological and Ministerial Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90759
39.0601) Theology/Theological Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90760
39.0602) Divinity/Ministry.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90761
39.0604) Pre-Theology/Pre-Ministerial Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90762
39.0605) Rabbinical Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89847
"39.0699) Theological and Ministerial Studies, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90763
39.07) Pastoral Counseling and Specialized Ministries.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90764
39.0701) Pastoral Studies/Counseling.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90765
39.0702) Youth Ministry.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89849
39.0703) Urban Ministry.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91591
39.0704) Women's Ministry.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91592
39.0705) Lay Ministry.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91593
39.0706) Chaplain/Chaplaincy Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91782
"39.0799) Pastoral Counseling and Specialized Ministries, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89850
39.08) Religious Institution Administration and Law.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91778
39.0801) Religious Institution Administration and Management.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91779
39.0802) Religious/Canon Law.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91780
"39.0899) Religious Institution Administration and Law, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91781
"39.99) Theology and Religious Vocations, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90766
"39.9999) Theology and Religious Vocations, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90767
40) PHYSICAL SCIENCES.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90768
"40.01) Physical Sciences, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90769
"40.0101) Physical Sciences, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90770
40.02) Astronomy and Astrophysics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90771
40.0201) Astronomy.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90772
40.0202) Astrophysics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90126
40.0203) Planetary Astronomy and Science.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89851
"40.0299) Astronomy and Astrophysics, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89852
40.04) Atmospheric Sciences and Meteorology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90773
"40.0401) Atmospheric Sciences and Meteorology, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90774
40.0402) Atmospheric Chemistry and Climatology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89853
40.0403) Atmospheric Physics and Dynamics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89854
40.0404) Meteorology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89855
"40.0499) Atmospheric Sciences and Meteorology, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89856
40.05) Chemistry.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90775
"40.0501) Chemistry, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90776
40.0502) Analytical Chemistry.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90777
40.0503) Inorganic Chemistry.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90778
40.0504) Organic Chemistry.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90779
40.0506) Physical Chemistry.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90780
40.0507) Polymer Chemistry.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90781
40.0508) Chemical Physics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89857
40.0509) Environmental Chemistry.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91537
40.0510) Forensic Chemistry.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91538
40.0511) Theoretical Chemistry.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91539
40.0512) Cheminformatics/Chemistry Informatics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=93176
"40.0599) Chemistry, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90782
40.06) Geological and Earth Sciences/Geosciences.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90783
"40.0601) Geology/Earth Science, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90784
40.0602) Geochemistry.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90785
40.0603) Geophysics and Seismology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90786
40.0604) Paleontology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90787
40.0605) Hydrology and Water Resources Science.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89858
40.0606) Geochemistry and Petrology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89859
"40.0607) Oceanography, Chemical and Physical.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90127
"40.0699) Geological and Earth Sciences/Geosciences, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90788
40.08) Physics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90789
"40.0801) Physics, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90790
40.0802) Atomic/Molecular Physics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90791
40.0804) Elementary Particle Physics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90792
40.0805) Plasma and High-Temperature Physics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90793
40.0806) Nuclear Physics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90794
40.0807) Optics/Optical Sciences.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90795
40.0808) Condensed Matter and Materials Physics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90796
40.0809) Acoustics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90797
40.0810) Theoretical and Mathematical Physics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90798
"40.0899) Physics, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90799
40.10) Materials Sciences.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90549
40.1001) Materials Science.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90550
40.1002) Materials Chemistry.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91540
"40.1099) Materials Sciences, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91541
40.11) Physics and Astronomy.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=93004
40.1101) Physics and Astronomy.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91733
"40.99) Physical Sciences, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90800
"40.9999) Physical Sciences, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90801
41) SCIENCE TECHNOLOGIES/TECHNICIANS.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90802
"41.00) Science Technologies/Technicians, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91542
"41.0000) Science Technologies/Technicians, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91543
41.01) Biology/Biotechnology Technologies/Technicians.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90803
41.0101) Biology/Biotechnology Technology/Technician.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90804
41.02) Nuclear and Industrial Radiologic Technologies/Technicians.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90805
41.0204) Industrial Radiologic Technology/Technician.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90806
41.0205) Nuclear/Nuclear Power Technology/Technician.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90807
"41.0299) Nuclear and Industrial Radiologic Technologies/Technicians, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90808
41.03) Physical Science Technologies/Technicians.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90809
41.0301) Chemical Technology/Technician.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90810
41.0303) Chemical Process Technology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91544
"41.0399) Physical Science Technologies/Technicians, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90811
"41.99) Science Technologies/Technicians, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90812
"41.9999) Science Technologies/Technicians, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90813
42) PSYCHOLOGY.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90814
"42.01) Psychology, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90815
"42.0101) Psychology, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90816
42.27) Research and Experimental Psychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91454
42.2701) Cognitive Psychology and Psycholinguistics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90818
42.2702) Comparative Psychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89618
42.2703) Developmental and Child Psychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90359
42.2704) Experimental Psychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90360
42.2705) Personality Psychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89860
42.2706) Behavioral Neuroscience.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90819
42.2707) Social Psychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90820
42.2708) Psychometrics and Quantitative Psychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89861
42.2709) Psychopharmacology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89866
42.2710) Developmental and Adolescent Psychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91763
"42.2799) Research and Experimental Psychology, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91455
"42.28) Clinical, Counseling and Applied Psychology.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91456
42.2801) Clinical Psychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90817
42.2802) Community Psychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90446
42.2803) Counseling Psychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90447
42.2804) Industrial and Organizational Psychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90361
42.2805) School Psychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90821
42.2806) Educational Psychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90128
42.2807) Clinical Child Psychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89862
42.2808) Environmental Psychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89863
42.2809) Geropsychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89864
42.2810) Health/Medical Psychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89865
42.2811) Family Psychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89867
42.2812) Forensic Psychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89868
42.2813) Applied Psychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91458
42.2814) Applied Behavior Analysis.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91459
42.2815) Performance and Sport Psychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91864
42.2816) Somatic Psychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91865
42.2817) Transpersonal/Spiritual Psychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91866
"42.2899) Clinical, Counseling and Applied Psychology, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91457
"42.99) Psychology, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90822
"42.9999) Psychology, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90823
"43) HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90824
43.01) Criminal Justice and Corrections.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90825
"43.0100) Criminal Justice and Corrections, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91787
43.0102) Corrections.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90826
43.0103) Criminal Justice/Law Enforcement Administration.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90827
43.0104) Criminal Justice/Safety Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90828
43.0107) Criminal Justice/Police Science.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90830
43.0109) Security and Loss Prevention Services.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90831
43.0110) Juvenile Corrections.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89869
43.0112) Securities Services Administration/Management.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89871
43.0113) Corrections Administration.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=89872
43.0114) Law Enforcement Investigation and Interviewing.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91560
43.0115) Law Enforcement Record-Keeping and Evidence Management.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91561
43.0119) Critical Incident Response/Special Police Operations.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91565
43.0120) Protective Services Operations.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91566
43.0121) Suspension and Debarment Investigation.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91567
43.0122) Maritime Law Enforcement.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91568
43.0123) Cultural/Archaelogical Resources Protection.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91569
"43.0199) Corrections and Criminal Justice, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90832
43.02) Fire Protection.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90833
43.0201) Fire Prevention and Safety Technology/Technician.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90834
43.0202) Fire Services Administration.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90835
43.0203) Fire Science/Fire-fighting.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90836
43.0204) Fire Systems Technology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91570
43.0205) Fire/Arson Investigation and Prevention.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91571
43.0206) Wildland/Forest Firefighting and Investigation.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91572
"43.0299) Fire Protection, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=90837
43.03) Homeland Security.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91573
43.0301) Homeland Security.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91574
43.0302) Crisis/Emergency/Disaster Management.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91575
43.0303) Critical Infrastructure Protection.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=56&cipid=91576
