category1,category2,category3,category4,url,introduction,definition,help,spotlight,degreeType,pullQuoteOne,pullQuoteTwo,readyList,collegeList,highSchoolCourseList,majorCourseList,relatedMajors,relatedCareers,collegeSearch
"Science, Math, and Technology",Natural Resources and Conservation,NONE,Environmental Science,https://bigfuture.collegeboard.org/majors/natural-resources-conservation-environmental-science,"When coal and oil are burned, they form acids that fall to the earth as rain. Acid rain can do a lot of damage, such as killing off living things in lakes. Scientists figured out, however, that lakes on limestone rock were less affected than others. Why? Limestone weakens acid. So as a short-term solution, scientists added lime to lakes where it doesn't occur naturally.
No single science was enough to come up with this solution -- it took experts in biology, chemistry, geology, and other sciences. If you major in environmental science, you'll learn to use the ideas and methods of a number of biological and physical sciences to tackle some of the world’s most pressing problems.",Students of environmental science learn how the physical and biological processes that shape the natural world interact. They also look at how we affect nature and come up with solutions to environmental problems.,"Passionate about the outdoors as well as interested in math, science, and computers. You should be a problem solver who likes looking thoroughly at every aspect of an issue to come up with original solutions. You must be able to make connections between many fields.","Early in your college career, you'll probably take an introduction to environmental science. In this class, you'll learn how the life and physical sciences help us understand environmental issues. Topics covered include biodiversity (the variety of living things in a natural area), water resources, and energy resources. 
You'll probably listen to lectures, do a lot of reading, and be tested on your knowledge through writing assignments and exams. You might also complete group projects, take field trips, and analyze data on a computer.",This major is offered at the associate's and at the bachelor's level.,"“Environmental science requires a creative and imaginative approach, one that zips together a working knowledge of physics, chemistry, and biology.” David E. Smith, Professor, Department of Environmental Sciences, University of Virginia","For most entry-level research and teaching jobs in this field, you'll have to earn at least a master's degree.","Choose a specialty, such as natural resources management or land-use planning:::::Get hands-on experience in an internship:::::Complete group projects:::::Conduct research in the lab and outdoors",What subjects are professors researching?:::::Are classes available in the subjects you're most interested in?   :::::What opportunities will you have to do research?:::::Is the equipment in the lab up-to-date?:::::Will the department help you find an internship?:::::What graduate programs and jobs have recent grads gone on to?,AP Biology:::::AP Physics B:::::AP Environmental Science :::::AP Chemistry:::::AP Calculus AB ,Atmosphere and weather:::::Coastal processes:::::Earth’s climatic history:::::Fundamentals of ecology:::::Geographic information systems (GIS):::::Management of forest ecosystems:::::Physical geology :::::Physical hydrology (the study of water):::::Resources and the environment,Chemistry:::::Ecology:::::Environmental Engineering:::::Environmental Studies:::::Forensic Chemistry:::::Geology:::::Natural Resources and Conservation:::::Sustainable Agriculture,Conservation Scientists:::::Environmental Engineers:::::Environmental Inspectors:::::Environmental Scientists:::::Foresters and Forestry Technicians:::::Wildlife Technicians,https://bigfuture.collegeboard.org/college-search?major=77_Environmental%20Science
"Science, Math, and Technology",Natural Resources and Conservation,NONE,Environmental Studies,https://bigfuture.collegeboard.org/majors/natural-resources-conservation-environmental-studies,"We use cars to get to work, run errands, and visit friends. Most of these cars run on gas, but the oil we use to make gas is running out. What’s more, drilling for oil destroys natural areas, and burning gas creates pollution. Other ways to power cars, such as electricity, ethanol, and biodiesel, already exist. So why isn't everyone using these energy sources?
To answer this and other important environmental questions, you’ll need to draw on the ideas of many fields, such as science, economics, and politics. If you major in environmental studies, you’ll learn how.","Students of environmental studies use what they learn in the sciences, social sciences, and humanities to understand environmental problems. They look at how we interact with the natural world and come up with ideas for how we can prevent its destruction.",Passionate about the outdoors and committed to making the world a better place. You should be a problem solver who enjoys looking thoroughly at every aspect of an issue to come up with original solutions. You must be able to combine ideas from many fields.,"As an environmental studies major, you will probably take an introductory environmental studies class. In this course, you'll most likely learn how human activity causes environmental problems. You'll also examine how social forces can be changed to solve these issues. You'll analyze specific topics in the field, such as global warming, energy sources, and biodiversity (the variety of living things in a natural area). 
Expect to do a lot of reading and to show what you’ve learned through writing assignments and exams. ",This major often leads to the bachelor's degree.,"“It’s hard to be bored by the subject: the issues are too large, the stakes too high, the rewards too great.”Michael Maniates, Associate Professor of Environmental Science and Political Science, Allegheny College","In this major, you won’t just memorize facts from a textbook; you’ll come up creative solutions to environmental problems.","Write a thesis based on research, observations, or interviews:::::Choose a specialty, such as environmental policy and law, energy issues, or urban planning:::::Conduct research in a lab or outdoors:::::Get hands-on experience in an internship","Will you be able to choose between the B.S. (focusing on science) and the B.A. (focusing on social science)?:::::Is the program housed in a single department, such as biology or chemistry, and mostly focused on that subject's relationship to environmental issues?:::::Are there courses that will teach you how to connect ideas from different fields and how to apply this knowledge to solving environmental problems?:::::Will you get a chance to do research either in a lab or outdoors?:::::Are there professors whose only job is teaching and advising students in environmental studies? :::::Will the department help you find an internship?",Economics:::::AP U.S. Government & Politics:::::AP Human Geography:::::AP Environmental Science:::::AP Chemistry:::::AP Biology,Ecology and society:::::Environmental philosophy and ethics:::::Environmental policy  :::::Natural resources economics:::::Statistics:::::Tools of environmental analysis,"City, Community, and Regional Planning:::::Economics:::::Environmental Science:::::Natural Resources Management and Policy:::::Natural Resources and Conservation:::::Sustainable Agriculture",Community Organizers and Activists:::::Environmental Educators:::::Environmental Engineers:::::Park Rangers:::::Preserve Managers:::::Public Interest Lawyers,https://bigfuture.collegeboard.org/college-search?major=76_Environmental%20Studies
"Science, Math, and Technology",Natural Resources and Conservation,NONE,Fishing and Fisheries,https://bigfuture.collegeboard.org/majors/natural-resources-conservation-fishing-fisheries,"Almost every species of Pacific salmon is endangered or threatened. One way to make sure that salmon survive is to limit the number of fish that can be caught. However, people depend on fishing for salmon to make a living, and their needs must also be considered. What's more, overfishing is only one piece of the puzzle. Development -- from new highways to power-producing dams -- as well as pollution can disrupt the salmon's life cycle.
If you choose this major, you'll learn to look at the big picture and use methods from the biological, physical, and social sciences to make sure that fish populations, like the Pacific salmon, remain healthy.","Students in this major learn about the biology and ecology of fish and shellfish and study the areas where they live. They also examine the ways we produce, manage, and use these animals to ensure their protection.","Passionate about the outdoors and comfortable handling animals. You should be interested in math, science, and computers. You must also enjoy working with people and be able to combine ideas from many fields.","As one of your final courses in the major, you'll probably take a fisheries-management class. This course will pull together everything you learn in the life, physical, and social sciences. It’s a great opportunity to apply your knowledge by working with a group to come up with a plan for solving an actual fisheries-management problem. Your class will probably be small, so you’ll get a chance to interact with your professor. ",This major often leads to the bachelor's degree.,"“I enjoy the day-to-day work in fisheries science … because I integrate and apply many kinds of knowledge -- science, technology, and policy.” Eric M. Hallerman, Associate Professor, Department of Fisheries and Wildlife Sciences, Virginia Polytechnic Institute and State University",A master's degree will make you more competitive in this field.,Get hands-on experience in an internship:::::Complete group projects:::::Conduct biology and chemistry research in the lab and outdoors,"Does the program offer the courses required to get certified by the American Fisheries Society?:::::Can you get a degree in fisheries science (better preparation for graduate studies) or fisheries management (better preparation for entry-level employment)?:::::Will you get a chance to work with faculty or grad students on their research?:::::Does the department have labs, experimental ponds, or aquariums? Are there nearby bodies of water?:::::Will the department help you find an internship?:::::How many students go on to graduate school or get jobs in the field?",AP Biology:::::AP Environmental Science:::::AP Chemistry:::::AP Calculus AB,Evolutionary biology:::::Fisheries techniques:::::Fisheries management:::::Freshwater ecology:::::Genetics:::::Human dimensions of fisheries and wildlife management:::::Ichthyology (the study of fish):::::Principles of aquaculture,"Environmental Engineering:::::Environmental Science:::::Environmental Studies:::::Marine Sciences:::::Natural Resources Management and Policy:::::Sustainable Agriculture:::::Wildlife, Fish, and Wildlands Science and Management",Aquaculturists:::::Conservation Scientists:::::Environmental Inspectors:::::Environmental Scientists:::::Park Rangers:::::Preserve Managers:::::Wildlife Technicians,https://bigfuture.collegeboard.org/college-search?major=87_Fishing%20and%20Fisheries
"Science, Math, and Technology",Natural Resources and Conservation,NONE,Forest Management,https://bigfuture.collegeboard.org/majors/natural-resources-conservation-forest-management,Forest management majors combine the study of forestry with the study of natural resources management. Their studies cover everything from the breeding and measurement of trees to policy and economics. Graduates go on to careers in the administration of forest lands.,,,,This major often leads to the bachelor's degree.,,,,,,,Forestry:::::Natural Resources Management and Policy,,https://bigfuture.collegeboard.org/college-search?major=91_Forest%20Management
"Science, Math, and Technology",Natural Resources and Conservation,NONE,Forest Resources Production,https://bigfuture.collegeboard.org/majors/natural-resources-conservation-forest-resources-production,"Students in this program learn to produce, harvest, and process forest resources, such as timber. Courses cover such subjects as the selection of trees for harvesting, the technology used to process resources, the maintenance and operation of equipment, and management skills.",,,,This major is offered at the associate's and at the bachelor's level.,,,,,,,Forestry:::::Manufacturing Engineering:::::Operations Management,,https://bigfuture.collegeboard.org/college-search?major=2066_Forest%20Resources%20Production
"Science, Math, and Technology",Natural Resources and Conservation,NONE,Forest Sciences and Biology,https://bigfuture.collegeboard.org/majors/natural-resources-conservation-forest-sciences-biology,"Students in this program use science to study the way the environment affects forests and forest resources, such as timber. They learn about such subjects as soil; water; and the reproduction, growth, and care of trees.",,,,This major is offered at the undergraduate and graduate levels.,,,,,,,"Biology, General:::::Forestry:::::Natural Resources and Conservation",,https://bigfuture.collegeboard.org/college-search?major=90_Forest%20Sciences%20and%20Biology
"Science, Math, and Technology",Natural Resources and Conservation,NONE,Forest Technology,https://bigfuture.collegeboard.org/majors/natural-resources-conservation-forest-technology,"Forest technology majors learn the skills and knowledge they need to assist foresters. Their studies cover tree identification, timber measurement and harvesting, equipment operation, and more.",,,,This major most often leads to the associate's degree.,,,,,,,Biotechnology:::::Forestry,,https://bigfuture.collegeboard.org/college-search?major=94_Forest%20Technology
"Science, Math, and Technology",Natural Resources and Conservation,NONE,Forestry,https://bigfuture.collegeboard.org/majors/natural-resources-conservation-forestry,"By 2004, there were 200,000 acres in Tennessee where all the trees had been logged to meet the world's demand for paper products. This land was replanted with fast-growing pine trees to get wood more quickly. The forest in this region is one of the most species rich in North America. However, where only pine is planted, 90 percent of these species disappear.
If you go into forestry, you'll have to balance growing trees for wood products with preserving the variety of living things in an area. To meet challenges like these, you'll have to combine ideas from the life, physical, and social sciences and be a strong communicator.","Students in this major learn how to manage and develop forests for varied purposes, from the production of wood products to recreation to preserving biodiversity (the variety of living things in an area).","Passionate about the outdoors and comfortable working with people. You must be a problem solver who enjoys looking thoroughly at every aspect of an issue to come up with original solutions. You should have an interest in math, science, and computers.","Silviculture (the care of trees) is often one of the core courses for this major. In this small class, you'll learn methods of tree care and explore how to make environmentally sound silviculture decisions by looking at biological, economic, and social issues.
The course will probably feature lectures and discussions and may include labs. You'll complete reading assignments, write short papers, and take exams. You might even write a final paper or make a presentation about your own solution to a real forestry problem. ",This major is offered at the associate's and at the bachelor's level.,"“[Working in forestry] gives me a chance to constantly learn new things as better techniques are developed and as technology for doing the job evolves.” Steven E. Jungst, Professor, Department of Forestry, Iowa State University",You don’t have to live in the country to work in forestry. Urban foresters look out for trees -- and the people who benefit from their presence -- in towns and cities.,"Get hands-on experience in an internship or a summer job:::::Choose a specialty, such as natural resources conservation:::::Join professional organizations and clubs to practice teamwork and leadership skills:::::Conduct research outdoors and in the lab","Is the program accredited by the Society of American Foresters or the Society of Wood Science and Technology?:::::Does the program focus on a specific geographic area or topic? On preparing students for work or for further schooling?:::::What subjects are professors researching?:::::What opportunities will you have to do research?:::::Does the department have labs, greenhouses, up-to-date equipment for mapping and collecting data, nearby forests?:::::Will the department help you find an internship or a summer job?:::::What graduate programs and jobs have recent grads gone on to?",AP Biology:::::Statistics:::::Physical/earth science:::::AP Environmental Science:::::Computer applications :::::AP Chemistry:::::AP Calculus AB,Soils:::::Botany (the study of plants):::::Forest economics:::::Forest measurements:::::Silviculture (the care of trees):::::Forest ecology:::::Forest growth and yield:::::Forest management and policy:::::Geographic information systems,"Botany:::::City, Community, and Regional Planning:::::Environmental Studies:::::Horticultural Science:::::Landscape Architecture:::::Natural Resources and Conservation",Conservation Scientists:::::Foresters and Forestry Technicians:::::Industrial Production Managers:::::Landscape Architects:::::Park Rangers:::::Urban and Regional Planners,https://bigfuture.collegeboard.org/college-search?major=89_Forestry
"Science, Math, and Technology",Natural Resources and Conservation,NONE,Land Use Planning,https://bigfuture.collegeboard.org/majors/natural-resources-conservation-land-use-planning,,,,,,,,,,,,,,
"Science, Math, and Technology",Natural Resources and Conservation,NONE,Natural Resource Economics,https://bigfuture.collegeboard.org/majors/natural-resources-conservation-natural-resource-economics,Students of natural resource economics learn how to use the tools of economics to evaluate conservation proposals. They learn how to weigh the benefits of a given proposal against its costs and how to estimate the impact of a building or other proposal on the environment.,,,,This major is offered at the undergraduate and graduate levels.,,,,,,,Economics:::::Natural Resources Management and Policy:::::Public Policy Analysis,,https://bigfuture.collegeboard.org/college-search?major=81_Natural%20Resource%20Economics
"Science, Math, and Technology",Natural Resources and Conservation,NONE,Natural Resource Recreation and Tourism,https://bigfuture.collegeboard.org/majors/natural-resources-conservation-natural-resource-recreation-tourism,"If you choose this major, you’ll prepare for a management career in ecotourism -- tourism in natural settings that’s environmentally responsible, culturally sensitive, and economically sensible. The program will combine “green” course work in areas like environmental studies and education with business classes in tourism, marketing, and public relations. You’ll also look at policy studies that cover the use of public lands and investigate ways to help local communities benefit from the tourism industry.",,,,This major often leads to the bachelor's degree.,,,,,,,Environmental Studies:::::Natural Resources Management and Policy:::::Tourism and Travel Management,,https://bigfuture.collegeboard.org/college-search?major=2093_Natural%20Resource%20Recreation%20and%20Tourism
"Science, Math, and Technology",Natural Resources and Conservation,NONE,Natural Resources and Conservation,https://bigfuture.collegeboard.org/majors/natural-resources-conservation-natural-resources-conservation,"What does wood for building homes have in common with water for drinking? They both are natural resources, and they both must be managed wisely to protect nature and to ensure the well being of future generations. Animals and plants are also natural resources that must be preserved to keep the planet healthy.
If you choose this major, you’ll learn what it takes to keep a natural area functioning. You’ll also explore smart ways to use nature for recreation and for producing goods. You'll use everything from biology to economics to confront some of the most world’s toughest problems.","Natural resources majors learn how to save natural areas and the plants and animals that live in them. They study how to use natural resources, such as trees, in ways that won’t harm the environment.",Passionate about the outdoors and comfortable working with people. You should be interested in ideas from a wide variety of subjects and able to make connections between them.,"Put on your hiking boots. The classroom for courses in such subjects as animal and plant identification and measuring and sampling techniques is often the great outdoors. You may study water and soil samples or observe a species of bird or fish on these outings. Get ready for some physical challenges, as you may have to climb trees to make measurements or carry a heavy backpack on a hike, rain or shine. ",This major often leads to the bachelor's degree.,"“We have lots of classes that meet outdoors to examine natural resources firsthand.” Zeb, senior, natural resources management, University of Delaware","As you advance in your career, you will probably work more indoors than out in the field.","Write a senior thesis on, for example, the effects of off-road vehicles on plants and animals:::::Complete group research projects:::::Get hands-on experience by doing lab work, research, and internships:::::Learn the tools of the trade in marshes, on mountains, and everywhere in between","Does the program focus on the biological sciences or deal more with social sciences issues?:::::Is the program accredited by an organization such as the Society of American Foresters?:::::Can you earn certification through the program if it's necessary for your field of interest? Is the program flexible? Can you take electives?:::::Will you get hands-on experience through labs, fieldwork, and research activities?:::::What subjects are professors researching?:::::Will the department help you find an internship?",Precalculus:::::Economics:::::AP U.S. Government & Politics:::::AP Environmental Science:::::AP Chemistry:::::AP Biology,Calculus:::::Ecosystem management:::::Geographic information systems (GIS):::::Measurements/sampling techniques:::::Natural resources economics:::::Natural resources policy and administration:::::Plant and animal identification,"Ecology:::::Environmental Science:::::Environmental Studies:::::Fishing and Fisheries:::::Forestry:::::Sustainable Agriculture:::::Wildlife, Fish, and Wildlands Science and Management",Conservation Scientists:::::Environmental Educators:::::Environmental Scientists:::::Foresters and Forestry Technicians:::::Park Rangers:::::Preserve Managers,https://bigfuture.collegeboard.org/college-search?major=75_Natural%20Resources%20and%20Conservation
"Science, Math, and Technology",Natural Resources and Conservation,NONE,Natural Resources Law Enforcement and Protective Services,https://bigfuture.collegeboard.org/majors/natural-resources-conservation-natural-resources-law-enforcement-protective-services,"If you choose this major, you’ll prepare for a career enforcing laws and regulations designed to protect natural resources and the environment. You’ll also learn what to do during fires and other emergencies to protect lives, property, and resources. Your studies will cover everything from the sciences and natural resource management to practical outdoor and law enforcement skills. For instance, you’ll learn how to handle firearms, collect evidence, and interact with the public.",,,,This major often leads to the bachelor's degree.,,,,,,,Natural Resources Management and Policy,,https://bigfuture.collegeboard.org/college-search?major=2094_Natural%20Resources%20Law%20Enforcement%20and%20Protective%20Services
"Science, Math, and Technology",Natural Resources and Conservation,NONE,Natural Resources Management and Policy,https://bigfuture.collegeboard.org/majors/natural-resources-conservation-natural-resources-management-policy,"As suburbs expand, they often hit the border of natural areas. And if a wildfire breaks out, disaster may follow. How can we preserve nature and protect people? Setting controlled fires to clear out dead brush and prevent bigger fires is one solution. Others feel that cutting down some trees and thinning forests is the way to go. Planning communities more carefully is another solution. Which policy would you choose?
In this major, you'll use what you learn in the life, physical, and social sciences to come up with policies that both preserve the environment and help people.","Students in this major learn to plan, develop, manage, and choose between programs that protect natural areas and natural resources, such as trees and water.",Passionate about the outdoors and comfortable working with people. You should be a problem solver who enjoys looking thoroughly at every aspect of an issue to come up with original solutions. You must be able to combine ideas from many fields.,"Many courses in this major, such as environmental ethics, focus on the way people use and affect natural resources. In environmental ethics, you may study the idea that when people have unlimited access to shared natural resources, they tend to overuse them. This overuse can result in a loss of the resource and leads to a policy challenge. How can the use of shared resources, such as deep-sea fish or cattle-grazing land, be controlled by law in a way that’s fair to everyone involved? ",This major often leads to the bachelor's degree.,"“As an active member of the Forestry and Natural Resources Club, I've participated in tree-planting events, beach cleanups, and trail reconstruction.” Margaret, freshman, natural-resources management, College of the Redwoods","Since policy and economics are closely linked, this major includes more economics course work than other natural resources programs.","Conduct research outdoors and in the lab:::::Get hands-on experience in an internship or a summer job, maybe with a government agency like the National Park Service.:::::Join a club or volunteer group to practice your teamwork and communication skills:::::Write a senior thesis based on your research","Is the program an option within another major, such as natural resources, resources economics, or public policy?:::::Will you be able to take electives?:::::Will you get to work with professors or graduate students on their research?:::::Does the department have up-to-date labs?:::::Are there nearby natural areas?:::::Will the department help you find an internship or a summer job?",Economics:::::Chemistry:::::AP Environmental Science:::::AP U.S. Government & Politics:::::AP Calculus AB:::::AP Biology,Calculus:::::Ecology:::::Ecosystem management:::::Environmental ethics:::::Human dimensions of natural resources management:::::Natural resources policy and administration:::::Botany:::::Resource and environmental economics:::::Soil science,"Environmental Science:::::Environmental Studies:::::Fishing and Fisheries:::::Forestry:::::Natural Resources and Conservation:::::Public Policy Analysis:::::Sustainable Agriculture:::::Wildlife, Fish, and Wildlands Science and Management",Conservation Scientists:::::Foresters and Forestry Technicians:::::Park Rangers:::::Preserve Managers:::::Public Interest Lawyers,https://bigfuture.collegeboard.org/college-search?major=80_Natural%20Resources%20Management%20and%20Policy
"Science, Math, and Technology",Natural Resources and Conservation,NONE,Urban Forestry,https://bigfuture.collegeboard.org/majors/natural-resources-conservation-urban-forestry,"Not all forestry happens in forests. Urban forestry majors learn how to care for trees in or near densely populated areas. They study the effects of pollution on trees, landscaping, urban pests, and more.",,,,This major often leads to the bachelor's degree.,,,,,,,Forestry:::::Landscape Architecture,,https://bigfuture.collegeboard.org/college-search?major=92_Urban%20Forestry
"Science, Math, and Technology",Natural Resources and Conservation,NONE,"Water, Wetlands, and Marine Resources Management",https://bigfuture.collegeboard.org/majors/natural-resources-conservation-water-wetlands-marine-resources-management,,,,,,,,,,,,,,
"Science, Math, and Technology",Natural Resources and Conservation,NONE,"Wildlife, Fish, and Wildlands Science and Management",https://bigfuture.collegeboard.org/majors/natural-resources-conservation-wildlife-fish-wildlands-science-management,,,,,,,,,,,,,,
"Science, Math, and Technology",Natural Resources and Conservation,NONE,Wood Science and Wood Products Technology,https://bigfuture.collegeboard.org/majors/natural-resources-conservation-wood-science-wood-products-technology,"In this program, students study the traits and behaviors of wood and wood products using concepts from engineering, chemistry, and other physical sciences. They also learn how to turn wood into paper and other products.",,,,This major often leads to the bachelor's degree.,,,,,,,Chemistry:::::Forestry:::::Manufacturing Engineering,,https://bigfuture.collegeboard.org/college-search?major=93_Wood%20Science%20and%20Wood%20Products%20Technology
"Science, Math, and Technology",Physical Sciences,NONE,Astronomy,https://bigfuture.collegeboard.org/majors/physical-sciences-astronomy,"When you look up at the night sky, what do you see? There are patterns of stars, planets, the moon, and some sights that you may not be able to explain. Astronomy is the study of those objects in space — how stars, planets, and galaxies form and behave — and the universe itself.
If you want to understand the mysteries of the night sky, this could be the major for you.","Astronomy students study space, the history and future of the universe, and the objects within, such as planets, stars, and galaxies. Subjects of study include the evolution of stars, how the stars and planets move through space, chemistry, and advanced math.","A fan of math, chemistry, and physics with an eye for detail.","When you take a class in astrophysics, you’ll learn how astronomers come up with theories and conduct experiments to better understand objects in space. You’ll explore questions like these: Why do stars give off light? Do black holes exist? If so, how will we find and study them? Get ready for a challenge: in astrophysics, you’ll work in the language of math and physics.",This major often leads to the bachelor's degree.,"“You have to love astronomy, and you have to love looking up at the sky and be willing to stare at it for a long time, even if you don't see anything.” Jill, junior, astrophysics and physics and philosophy, University of Wisconsin, Madison",Astronomers learn about distant galaxies by peering through telescopes that “see” radio waves not visible to the human eye.,Attend a university or observatory summer program where you might conduct research with a radio telescope or work with astronomy software:::::Join an astronomy club:::::Use computers to interpret information:::::Attend weekly labs:::::Study advanced physics and math,"What research opportunities will you have?:::::Does the department offer a B.A., B.S., or both?:::::Is the campus or local observatory equipped with the latest technology? Will you have access to the best telescopes?:::::Does the program have a particular focus, such as astrophysics?:::::Does the school have an active astronomy club?",AP Chemistry:::::AP Calculus BC:::::Computer science:::::Biology:::::AP Physics C,Astrophysics:::::Calculus:::::Computer science:::::Cosmology:::::Electricity and magnetism:::::Physics:::::Planetary geology:::::Star structure and evolution,Aerospace Engineering:::::Applied Physics:::::Atmospheric Sciences and Meteorology:::::Geology:::::Mathematics:::::Physics:::::Science Teacher Education,"Aerospace Engineers:::::Elementary, Middle, and High School Teachers:::::Meteorologists:::::Physicists and Astronomers:::::Postsecondary Teachers:::::Technical Writers",https://bigfuture.collegeboard.org/college-search?major=1107_Astronomy
"Science, Math, and Technology",Physical Sciences,NONE,Astrophysics,https://bigfuture.collegeboard.org/majors/physical-sciences-astrophysics,"Students of astrophysics study the formation of the universe and the behavior and life cycles of stars, planets, and galaxies. Courses cover such topics as the early universe, the material between stars, and modern astronomy. Students use advanced math in their studies.",,,,This major often leads to the bachelor's degree.,,,,,,,Astronomy:::::Physics,,https://bigfuture.collegeboard.org/college-search?major=1108_Astrophysics
"Science, Math, and Technology",Physical Sciences,NONE,Atmospheric Chemistry and Climatology,https://bigfuture.collegeboard.org/majors/physical-sciences-atmospheric-chemistry-climatology,"If you choose this major, you’ll focus on the chemistry of the atmosphere -- the collection of gases that surround the earth. You’ll study the atmosphere’s chemical composition, practice techniques for measuring its properties, and examine atmospheric processes. You’ll use what you learn to better understand climate in the past and the present, and to make predictions about the future. Topics you’ll cover in class include analyzing climate data and using computers to model climate. You’ll also investigate aerosols, transport mechanisms, climate diagnosis, ionization, photoemission, plasma chemistry, and more.",,,,This major most often leads to the associate's degree.,,,,,,,Atmospheric Sciences and Meteorology:::::Chemistry,,https://bigfuture.collegeboard.org/college-search?major=1113_Atmospheric%20Chemistry%20and%20Climatology
"Science, Math, and Technology",Physical Sciences,NONE,Atmospheric Physics and Dynamics,https://bigfuture.collegeboard.org/majors/physical-sciences-atmospheric-physics-dynamics,"Students in this major take on a scientific study of atmospheric phenomena, such as clouds. They also study related phenomena on Earth and its sun. Topics of instruction include turbulence, radiation, rain, and much more.",,,,This major often leads to the bachelor's degree.,,,,,,,Atmospheric Sciences and Meteorology:::::Physics,,https://bigfuture.collegeboard.org/college-search?major=1114_Atmospheric%20Physics%20and%20Dynamics
"Science, Math, and Technology",Physical Sciences,NONE,Atmospheric Sciences and Meteorology,https://bigfuture.collegeboard.org/majors/physical-sciences-atmospheric-sciences-meteorology,"You’ve got your bathing suit on and your sun block packed, but by the time you get to the beach, it’s pouring rain. What happened to that sunny day you expected? Why is the weather so changeable, so uncertain?
Meteorology is the field of science that seeks to understand and predict short-term weather as well as long-term climate processes.","Meteorology students study the atmosphere (the gases that surround the earth), focusing on the weather and how to forecast it. Areas of study include the climate, the physics of the atmosphere, and chemistry.","Into math and computers. People who are willing to take on challenges to satisfy their interest in the climate, environment, and weather will enjoy this major.","In meteorology synoptics, you’ll learn about forecasting the weather for large areas — think states, not cities. Most of your time will be spent in the lab, where you’ll practice reading computer-generated charts, interpreting satellite images, and examining radar data.
You’ll use what you find to study, for example, the beginnings of large storms and to answer some of the same questions we all ask nearly every day: Do I need an umbrella? Is it hot enough to wear shorts?",This major often leads to the bachelor's degree.,"“Meteorologists are now moving into other programs related to environmental science. A lot of research is done on water conservation, and meteorologists are a big part of that.” Todd, junior, meteorology, Rutgers University",Meteorology is more than just looking at weather maps. It also involves advanced math and complex scientific concepts.,"Go to graduate school if you're interested in conducting research:::::Spend time in labs:::::Keep up with continually changing technology:::::Solve endless problems in calculus, chemistry, and physics:::::Collect and interpret data, such as the speed and direction of a storm","Will completing a degree allow you to meet the guidelines established by the American Meteorological Society?:::::Will you get to take all the courses you'll need if you want to work for the federal government as an entry-level forecaster?:::::If the school doesn't offer a major in meteorology, can you still take the necessary courses as a student of physics, earth science, geography, or another related field?:::::Does the school offer courses related to areas, such as air quality, in which you have an interest?:::::Will you have opportunities to conduct research?:::::What sort of meteorological equipment will you have access to?:::::Are there broadcasting studios on campus (if you want to work in radio or TV)?",AP Chemistry:::::AP Calculus BC:::::Earth science:::::Biology:::::AP Physics C:::::AP Environmental Science,"Physics (calculus-based)
:::::Differential equations
:::::Meteorology synoptics
:::::Atmospheric thermodynamics:::::Chemistry:::::Climatology:::::Computer applications in meteorology:::::Meteorological observations and instrumentation:::::Weather-chart analysis",Applied Physics:::::Astronomy:::::Broadcast Journalism:::::Environmental Science:::::Geology:::::Mass Communications,Announcers:::::Conservation Scientists:::::Environmental Scientists:::::Meteorologists:::::Postsecondary Teachers,https://bigfuture.collegeboard.org/college-search?major=1112_Atmospheric%20Sciences%20and%20Meteorology
"Science, Math, and Technology",Physical Sciences,Chemistry,Analytical Chemistry,https://bigfuture.collegeboard.org/majors/physical-sciences-chemistry-analytical-chemistry,Students of analytical chemistry specialize in the work of analyzing and describing matter. They spend a lot of time in the lab learning which elements make up various types of matter and how these elements interact. They learn how to use special techniques and equipment such as spectroscopy and chromatography.,,,,This program most often leads to a graduate degree.,,,,,,,Chemical Engineering:::::Chemistry:::::Prepharmacy,,https://bigfuture.collegeboard.org/college-search?major=1120_Analytical%20Chemistry
"Science, Math, and Technology",Physical Sciences,Chemistry,Chemical Physics,https://bigfuture.collegeboard.org/majors/physical-sciences-chemistry-chemical-physics,"If you choose this major, you’ll combine the study of physical chemistry with atomic and molecular physics to focus on the structures and structural changes of substances. Topics of instruction include quantum theory, classical mechanics, the rate of chemical reactions, laser physics, and more.",,,,This major often leads to the bachelor's degree.,,,,,,,Chemistry:::::Physics,,https://bigfuture.collegeboard.org/college-search?major=1125_Chemical%20Physics
